city,district,district1,district2,name,area,month,day,price,floor,built,road_name
서울특별시 송파구 잠실동,35,0035,0000,트리지움,84.95,201108,2,"90,000",14,2007,잠실로 62
서울특별시 송파구 잠실동,35,0035,0000,트리지움,84.95,201108,2,"90,500",18,2007,잠실로 62
서울특별시 송파구 잠실동,35,0035,0000,트리지움,84.83,201108,8,"94,000",17,2007,잠실로 62
서울특별시 송파구 잠실동,35,0035,0000,트리지움,84.95,201108,10,"84,500",29,2007,잠실로 62
서울특별시 송파구 잠실동,35,0035,0000,트리지움,59.88,201108,10,"74,000",8,2007,잠실로 62
서울특별시 송파구 잠실동,35,0035,0000,트리지움,114.7,201108,11,"125,000",10,2007,잠실로 62
서울특별시 송파구 잠실동,35,0035,0000,트리지움,84.83,201108,20,"89,850",13,2007,잠실로 62
서울특별시 송파구 잠실동,35,0035,0000,트리지움,59.88,201108,20,"74,000",6,2007,잠실로 62
서울특별시 송파구 잠실동,35,0035,0000,트리지움,84.83,201108,26,"94,000",7,2007,잠실로 62
서울특별시 송파구 잠실동,35,0035,0000,트리지움,84.83,201108,30,"94,500",15,2007,잠실로 62
서울특별시 송파구 잠실동,35,0035,0000,트리지움,84.97,201109,3,"89,800",15,2007,잠실로 62
서울특별시 송파구 잠실동,35,0035,0000,트리지움,84.83,201109,5,"94,000",16,2007,잠실로 62
서울특별시 송파구 잠실동,35,0035,0000,트리지움,84.83,201109,5,"92,500",28,2007,잠실로 62
서울특별시 송파구 잠실동,35,0035,0000,트리지움,149.45,201109,9,"155,000",30,2007,잠실로 62
서울특별시 송파구 잠실동,35,0035,0000,트리지움,59.88,201109,16,"73,000",11,2007,잠실로 62
서울특별시 송파구 잠실동,35,0035,0000,트리지움,84.97,201109,16,"82,500",2,2007,잠실로 62
서울특별시 송파구 잠실동,35,0035,0000,트리지움,84.83,201109,18,"96,400",26,2007,잠실로 62
서울특별시 송파구 잠실동,35,0035,0000,트리지움,59.88,201109,20,"73,000",10,2007,잠실로 62
서울특별시 송파구 잠실동,35,0035,0000,트리지움,84.95,201109,21,"95,500",22,2007,잠실로 62
서울특별시 송파구 잠실동,35,0035,0000,트리지움,114.7,201109,22,"123,000",24,2007,잠실로 62
서울특별시 송파구 잠실동,35,0035,0000,트리지움,59.88,201109,24,"71,500",26,2007,잠실로 62
서울특별시 송파구 잠실동,35,0035,0000,트리지움,59.88,201110,1,"74,300",13,2007,잠실로 62
서울특별시 송파구 잠실동,35,0035,0000,트리지움,84.95,201110,4,"90,000",16,2007,잠실로 62
서울특별시 송파구 잠실동,35,0035,0000,트리지움,84.83,201110,7,"85,000",1,2007,잠실로 62
서울특별시 송파구 잠실동,35,0035,0000,트리지움,149.45,201110,8,"142,000",19,2007,잠실로 62
서울특별시 송파구 잠실동,35,0035,0000,트리지움,84.83,201110,8,"93,500",19,2007,잠실로 62
서울특별시 송파구 잠실동,35,0035,0000,트리지움,59.88,201110,10,"71,700",20,2007,잠실로 62
서울특별시 송파구 잠실동,35,0035,0000,트리지움,84.83,201110,10,"92,500",23,2007,잠실로 62
서울특별시 송파구 잠실동,35,0035,0000,트리지움,84.83,201110,10,"92,000",19,2007,잠실로 62
서울특별시 송파구 잠실동,35,0035,0000,트리지움,84.95,201110,17,"88,000",22,2007,잠실로 62
서울특별시 송파구 잠실동,35,0035,0000,트리지움,84.83,201110,19,"89,900",26,2007,잠실로 62
서울특별시 송파구 잠실동,35,0035,0000,트리지움,84.83,201110,25,"93,000",18,2007,잠실로 62
서울특별시 송파구 잠실동,35,0035,0000,트리지움,84.83,201110,28,"91,500",18,2007,잠실로 62
서울특별시 송파구 잠실동,35,0035,0000,트리지움,84.95,201110,31,"88,000",30,2007,잠실로 62
서울특별시 송파구 잠실동,35,0035,0000,트리지움,149.45,201111,2,"140,000",18,2007,잠실로 62
서울특별시 송파구 잠실동,35,0035,0000,트리지움,84.83,201111,3,"88,000",9,2007,잠실로 62
서울특별시 송파구 잠실동,35,0035,0000,트리지움,84.83,201111,9,"89,000",17,2007,잠실로 62
서울특별시 송파구 잠실동,35,0035,0000,트리지움,84.83,201111,10,"87,500",14,2007,잠실로 62
서울특별시 송파구 잠실동,35,0035,0000,트리지움,84.95,201111,11,"90,000",29,2007,잠실로 62
서울특별시 송파구 잠실동,35,0035,0000,트리지움,84.95,201111,11,"89,500",17,2007,잠실로 62
서울특별시 송파구 잠실동,35,0035,0000,트리지움,59.88,201111,11,"73,000",9,2007,잠실로 62
서울특별시 송파구 잠실동,35,0035,0000,트리지움,59.88,201111,12,"70,500",5,2007,잠실로 62
서울특별시 송파구 잠실동,35,0035,0000,트리지움,84.95,201111,14,"87,600",6,2007,잠실로 62
서울특별시 송파구 잠실동,35,0035,0000,트리지움,59.88,201111,14,"69,750",23,2007,잠실로 62
서울특별시 송파구 잠실동,35,0035,0000,트리지움,84.83,201111,15,"92,000",13,2007,잠실로 62
서울특별시 송파구 잠실동,35,0035,0000,트리지움,84.95,201111,24,"90,000",18,2007,잠실로 62
서울특별시 송파구 잠실동,35,0035,0000,트리지움,59.88,201111,24,"68,000",11,2007,잠실로 62
서울특별시 송파구 잠실동,35,0035,0000,트리지움,59.88,201111,28,"70,000",11,2007,잠실로 62
서울특별시 송파구 잠실동,35,0035,0000,트리지움,84.97,201111,28,"85,500",5,2007,잠실로 62
서울특별시 송파구 잠실동,35,0035,0000,트리지움,84.95,201112,7,"89,500",13,2007,잠실로 62
서울특별시 송파구 잠실동,35,0035,0000,트리지움,84.83,201112,8,"86,650",11,2007,잠실로 62
서울특별시 송파구 잠실동,35,0035,0000,트리지움,84.95,201112,12,"90,000",16,2007,잠실로 62
서울특별시 송파구 잠실동,35,0035,0000,트리지움,84.83,201112,15,"85,000",7,2007,잠실로 62
서울특별시 송파구 잠실동,35,0035,0000,트리지움,59.88,201112,17,"70,000",24,2007,잠실로 62
서울특별시 송파구 잠실동,35,0035,0000,트리지움,59.88,201112,18,"71,000",25,2007,잠실로 62
서울특별시 송파구 잠실동,35,0035,0000,트리지움,84.95,201112,19,"87,000",30,2007,잠실로 62
서울특별시 송파구 잠실동,35,0035,0000,트리지움,84.83,201112,21,"91,950",18,2007,잠실로 62
서울특별시 송파구 잠실동,35,0035,0000,트리지움,84.97,201112,23,"80,000",22,2007,잠실로 62
서울특별시 송파구 잠실동,35,0035,0000,트리지움,59.88,201112,27,"71,500",13,2007,잠실로 62
서울특별시 송파구 잠실동,35,0035,0000,트리지움,84.83,201112,28,"84,000",7,2007,잠실로 62
서울특별시 송파구 잠실동,35,0035,0000,트리지움,84.95,201112,31,"90,000",19,2007,잠실로 62
서울특별시 송파구 잠실동,250-5,0250,0005,파크인-수,143.7984,201110,31,"138,650",14,2010,백제고분로 187
서울특별시 송파구 잠실동,250-5,0250,0005,파크인-수,143.7984,201110,31,"138,650",13,2010,백제고분로 187
서울특별시 송파구 잠실동,250-5,0250,0005,파크인-수,143.7984,201111,16,"138,650",13,2010,백제고분로 187
서울특별시 송파구 잠실동,250-5,0250,0005,파크인-수,143.7984,201111,16,"138,650",9,2010,백제고분로 187
서울특별시 송파구 잠실동,250-5,0250,0005,파크인-수,143.7984,201111,16,"138,650",9,2010,백제고분로 187
서울특별시 송파구 잠실동,250-5,0250,0005,파크인-수,143.7984,201111,16,"138,650",16,2010,백제고분로 187
서울특별시 송파구 잠실동,250-5,0250,0005,파크인-수,143.7984,201111,16,"138,650",12,2010,백제고분로 187
서울특별시 송파구 잠실동,250-5,0250,0005,파크인-수,143.7984,201111,16,"138,650",15,2010,백제고분로 187
서울특별시 송파구 잠실동,250-5,0250,0005,파크인-수,143.7984,201112,5,"138,650",11,2010,백제고분로 187
서울특별시 송파구 잠실동,250-5,0250,0005,파크인-수,143.7984,201112,5,"138,650",15,2010,백제고분로 187
서울특별시 송파구 잠실동,250-5,0250,0005,파크인-수,143.7984,201112,5,"138,650",11,2010,백제고분로 187
서울특별시 송파구 잠실동,250-5,0250,0005,파크인-수,143.7984,201112,5,"138,650",14,2010,백제고분로 187
서울특별시 송파구 잠실동,336-5,0336,0005,포스코더샵,84.26,201109,10,"56,000",12,2004,백제고분로 188
서울특별시 송파구 잠실동,336-5,0336,0005,포스코더샵,84.26,201110,5,"56,500",17,2004,백제고분로 188
서울특별시 송파구 잠실동,336-5,0336,0005,포스코더샵,84.95,201111,21,"55,000",10,2004,백제고분로 188
서울특별시 송파구 잠실동,336-5,0336,0005,포스코더샵,84.92,201112,29,"51,650",3,2004,백제고분로 188
서울특별시 송파구 잠실동,331,0331,0000,현대,84.68,201103,3,"62,000",12,1990,백제고분로18길 7
서울특별시 송파구 잠실동,331,0331,0000,현대,84.68,201105,25,"61,000",7,1990,백제고분로18길 7
서울특별시 송파구 잠실동,331,0331,0000,현대,84.68,201107,27,"58,000",1,1990,백제고분로18길 7
서울특별시 송파구 잠실동,331,0331,0000,현대,71.9,201108,24,"4,500",3,1990,백제고분로18길 7
서울특별시 송파구 잠실동,331,0331,0000,현대,84.68,201109,26,"60,700",13,1990,백제고분로18길 7
서울특별시 송파구 잠실동,40,0040,0000,갤러리아팰리스,163.935,201201,10,"128,000",6,2005,올림픽로 212
서울특별시 송파구 잠실동,40,0040,0000,갤러리아팰리스,84.445,201201,27,"77,700",21,2005,올림픽로 212
서울특별시 송파구 잠실동,40,0040,0000,갤러리아팰리스,150.689,201201,28,"136,000",39,2005,올림픽로 212
서울특별시 송파구 잠실동,40,0040,0000,갤러리아팰리스,162.419,201202,4,"143,000",29,2005,올림픽로 212
서울특별시 송파구 잠실동,40,0040,0000,갤러리아팰리스,163.935,201202,23,"130,000",2,2005,올림픽로 212
서울특별시 송파구 잠실동,40,0040,0000,갤러리아팰리스,162.419,201203,2,"131,000",21,2005,올림픽로 212
서울특별시 송파구 잠실동,40,0040,0000,갤러리아팰리스,138.561,201203,3,"114,000",37,2005,올림픽로 212
서울특별시 송파구 잠실동,40,0040,0000,갤러리아팰리스,163.935,201203,6,"171,000",34,2005,올림픽로 212
서울특별시 송파구 잠실동,40,0040,0000,갤러리아팰리스,176.034,201204,18,"180,000",37,2005,올림픽로 212
서울특별시 송파구 잠실동,40,0040,0000,갤러리아팰리스,151.633,201206,8,"140,000",44,2005,올림픽로 212
서울특별시 송파구 잠실동,40,0040,0000,갤러리아팰리스,162.419,201209,10,"160,000",42,2005,올림픽로 212
서울특별시 송파구 잠실동,40,0040,0000,갤러리아팰리스,138.561,201209,21,"96,000",19,2005,올림픽로 212
서울특별시 송파구 잠실동,40,0040,0000,갤러리아팰리스,123.291,201210,2,"96,600",5,2005,올림픽로 212
서울특별시 송파구 잠실동,40,0040,0000,갤러리아팰리스,138.561,201210,6,"99,900",17,2005,올림픽로 212
서울특별시 송파구 잠실동,40,0040,0000,갤러리아팰리스,137.036,201210,15,"104,500",30,2005,올림픽로 212
서울특별시 송파구 잠실동,40,0040,0000,갤러리아팰리스,163.935,201211,12,"190,000",39,2005,올림픽로 212
서울특별시 송파구 잠실동,40,0040,0000,갤러리아팰리스,138.561,201212,5,"96,000",22,2005,올림픽로 212
서울특별시 송파구 잠실동,40,0040,0000,갤러리아팰리스,123.291,201212,12,"95,500",9,2005,올림픽로 212
서울특별시 송파구 잠실동,40,0040,0000,갤러리아팰리스,151.189,201212,12,"106,500",19,2005,올림픽로 212
서울특별시 송파구 잠실동,44,0044,0000,레이크팰리스,59.97,201201,10,"69,000",23,2006,석촌호수로 169
서울특별시 송파구 잠실동,44,0044,0000,레이크팰리스,84.82,201201,13,"89,800",3,2006,석촌호수로 169
서울특별시 송파구 잠실동,44,0044,0000,레이크팰리스,59.97,201202,9,"69,000",9,2006,석촌호수로 169
서울특별시 송파구 잠실동,44,0044,0000,레이크팰리스,84.82,201202,9,"92,000",20,2006,석촌호수로 169
서울특별시 송파구 잠실동,44,0044,0000,레이크팰리스,84.82,201202,18,"90,000",12,2006,석촌호수로 169
서울특별시 송파구 잠실동,44,0044,0000,레이크팰리스,59.97,201202,20,"67,000",9,2006,석촌호수로 169
서울특별시 송파구 잠실동,44,0044,0000,레이크팰리스,84.82,201202,27,"98,000",25,2006,석촌호수로 169
서울특별시 송파구 잠실동,44,0044,0000,레이크팰리스,59.97,201203,1,"69,000",25,2006,석촌호수로 169
서울특별시 송파구 잠실동,44,0044,0000,레이크팰리스,84.82,201203,10,"94,000",16,2006,석촌호수로 169
서울특별시 송파구 잠실동,44,0044,0000,레이크팰리스,84.82,201203,17,"89,000",25,2006,석촌호수로 169
서울특별시 송파구 잠실동,44,0044,0000,레이크팰리스,116.19,201203,17,"115,000",26,2006,석촌호수로 169
서울특별시 송파구 잠실동,44,0044,0000,레이크팰리스,59.97,201203,17,"65,000",30,2006,석촌호수로 169
서울특별시 송파구 잠실동,44,0044,0000,레이크팰리스,135.82,201203,21,"152,000",31,2006,석촌호수로 169
서울특별시 송파구 잠실동,44,0044,0000,레이크팰리스,59.97,201203,31,"68,000",28,2006,석촌호수로 169
서울특별시 송파구 잠실동,44,0044,0000,레이크팰리스,84.82,201204,4,"92,000",21,2006,석촌호수로 169
서울특별시 송파구 잠실동,44,0044,0000,레이크팰리스,59.97,201204,17,"65,500",11,2006,석촌호수로 169
서울특별시 송파구 잠실동,44,0044,0000,레이크팰리스,84.82,201204,24,"94,000",5,2006,석촌호수로 169
서울특별시 송파구 잠실동,44,0044,0000,레이크팰리스,59.97,201204,25,"67,000",17,2006,석촌호수로 169
서울특별시 송파구 잠실동,44,0044,0000,레이크팰리스,84.82,201205,2,"88,000",26,2006,잠실로 88
서울특별시 송파구 잠실동,44,0044,0000,레이크팰리스,116.19,201205,5,"110,000",24,2006,잠실로 88
서울특별시 송파구 잠실동,44,0044,0000,레이크팰리스,136.74,201205,7,"120,000",3,2006,잠실로 88
서울특별시 송파구 잠실동,44,0044,0000,레이크팰리스,84.82,201205,8,"89,000",18,2006,잠실로 88
서울특별시 송파구 잠실동,44,0044,0000,레이크팰리스,116.19,201205,10,"115,700",19,2006,잠실로 88
서울특별시 송파구 잠실동,44,0044,0000,레이크팰리스,84.82,201205,12,"99,000",13,2006,잠실로 88
서울특별시 송파구 잠실동,44,0044,0000,레이크팰리스,116.19,201205,15,"109,300",3,2006,잠실로 88
서울특별시 송파구 잠실동,44,0044,0000,레이크팰리스,59.97,201205,19,"67,000",20,2006,잠실로 88
서울특별시 송파구 잠실동,44,0044,0000,레이크팰리스,116.19,201206,15,"120,000",17,2006,잠실로 88
서울특별시 송파구 잠실동,44,0044,0000,레이크팰리스,84.82,201206,16,"87,500",2,2006,잠실로 88
서울특별시 송파구 잠실동,44,0044,0000,레이크팰리스,84.82,201206,20,"90,000",22,2006,잠실로 88
서울특별시 송파구 잠실동,44,0044,0000,레이크팰리스,84.82,201206,30,"87,700",13,2006,잠실로 88
서울특별시 송파구 잠실동,44,0044,0000,레이크팰리스,59.97,201207,7,"56,500",1,2006,잠실로 88
서울특별시 송파구 잠실동,44,0044,0000,레이크팰리스,116.19,201207,11,"118,000",12,2006,잠실로 88
서울특별시 송파구 잠실동,44,0044,0000,레이크팰리스,135.82,201207,31,"145,000",12,2006,잠실로 88
서울특별시 송파구 잠실동,44,0044,0000,레이크팰리스,116.19,201209,6,"113,000",20,2006,잠실로 88
서울특별시 송파구 잠실동,44,0044,0000,레이크팰리스,84.82,201209,6,"78,000",1,2006,잠실로 88
서울특별시 송파구 잠실동,44,0044,0000,레이크팰리스,59.97,201209,8,"60,200",1,2006,잠실로 88
서울특별시 송파구 잠실동,44,0044,0000,레이크팰리스,135.82,201209,14,"145,000",29,2006,잠실로 88
서울특별시 송파구 잠실동,44,0044,0000,레이크팰리스,59.97,201209,17,"67,500",10,2006,잠실로 88
서울특별시 송파구 잠실동,44,0044,0000,레이크팰리스,116.19,201209,23,"103,000",4,2006,잠실로 88
서울특별시 송파구 잠실동,44,0044,0000,레이크팰리스,84.82,201209,24,"82,400",3,2006,잠실로 88
서울특별시 송파구 잠실동,44,0044,0000,레이크팰리스,84.82,201210,4,"83,000",2,2006,잠실로 88
서울특별시 송파구 잠실동,44,0044,0000,레이크팰리스,116.19,201210,5,"105,000",29,2006,잠실로 88
서울특별시 송파구 잠실동,44,0044,0000,레이크팰리스,136.74,201210,6,"120,000",27,2006,잠실로 88
서울특별시 송파구 잠실동,44,0044,0000,레이크팰리스,116.19,201210,8,"108,000",5,2006,잠실로 88
서울특별시 송파구 잠실동,44,0044,0000,레이크팰리스,84.82,201210,10,"98,500",20,2006,잠실로 88
서울특별시 송파구 잠실동,44,0044,0000,레이크팰리스,59.97,201210,11,"67,500",27,2006,잠실로 88
서울특별시 송파구 잠실동,44,0044,0000,레이크팰리스,84.82,201210,12,"84,500",12,2006,잠실로 88
서울특별시 송파구 잠실동,44,0044,0000,레이크팰리스,135.82,201210,13,"150,000",22,2006,잠실로 88
서울특별시 송파구 잠실동,44,0044,0000,레이크팰리스,84.82,201210,15,"87,000",21,2006,잠실로 88
서울특별시 송파구 잠실동,44,0044,0000,레이크팰리스,84.82,201210,17,"87,500",11,2006,잠실로 88
서울특별시 송파구 잠실동,44,0044,0000,레이크팰리스,84.82,201210,19,"87,000",18,2006,잠실로 88
서울특별시 송파구 잠실동,44,0044,0000,레이크팰리스,116.19,201210,23,"115,000",20,2006,잠실로 88
서울특별시 송파구 잠실동,44,0044,0000,레이크팰리스,59.97,201210,23,"67,500",18,2006,잠실로 88
서울특별시 송파구 잠실동,44,0044,0000,레이크팰리스,84.82,201210,24,"84,500",5,2006,잠실로 88
서울특별시 송파구 잠실동,44,0044,0000,레이크팰리스,84.82,201210,25,"89,500",15,2006,잠실로 88
서울특별시 송파구 잠실동,44,0044,0000,레이크팰리스,84.82,201210,27,"88,000",12,2006,잠실로 88
서울특별시 송파구 잠실동,44,0044,0000,레이크팰리스,59.97,201210,29,"68,500",25,2006,잠실로 88
서울특별시 송파구 잠실동,44,0044,0000,레이크팰리스,59.97,201210,29,"68,500",15,2006,잠실로 88
서울특별시 송파구 잠실동,44,0044,0000,레이크팰리스,59.97,201211,3,"67,000",19,2006,잠실로 88
서울특별시 송파구 잠실동,44,0044,0000,레이크팰리스,116.19,201211,3,"112,000",21,2006,잠실로 88
서울특별시 송파구 잠실동,44,0044,0000,레이크팰리스,59.97,201211,5,"61,700",24,2006,잠실로 88
서울특별시 송파구 잠실동,44,0044,0000,레이크팰리스,116.19,201211,5,"107,500",15,2006,잠실로 88
서울특별시 송파구 잠실동,44,0044,0000,레이크팰리스,84.82,201211,6,"85,500",11,2006,잠실로 88
서울특별시 송파구 잠실동,44,0044,0000,레이크팰리스,135.82,201211,6,"157,500",30,2006,잠실로 88
서울특별시 송파구 잠실동,44,0044,0000,레이크팰리스,84.82,201211,6,"88,000",28,2006,잠실로 88
서울특별시 송파구 잠실동,44,0044,0000,레이크팰리스,84.82,201211,6,"82,000",28,2006,잠실로 88
서울특별시 송파구 잠실동,44,0044,0000,레이크팰리스,84.82,201211,6,"84,000",13,2006,잠실로 88
서울특별시 송파구 잠실동,44,0044,0000,레이크팰리스,84.82,201211,7,"86,000",12,2006,잠실로 88
서울특별시 송파구 잠실동,44,0044,0000,레이크팰리스,59.97,201211,7,"67,000",21,2006,잠실로 88
서울특별시 송파구 잠실동,44,0044,0000,레이크팰리스,59.97,201211,7,"65,200",20,2006,잠실로 88
서울특별시 송파구 잠실동,44,0044,0000,레이크팰리스,84.82,201211,12,"80,000",7,2006,잠실로 88
서울특별시 송파구 잠실동,44,0044,0000,레이크팰리스,59.97,201211,14,"62,000",7,2006,잠실로 88
서울특별시 송파구 잠실동,44,0044,0000,레이크팰리스,116.19,201211,15,"110,000",28,2006,잠실로 88
서울특별시 송파구 잠실동,44,0044,0000,레이크팰리스,84.82,201211,16,"87,000",17,2006,잠실로 88
서울특별시 송파구 잠실동,44,0044,0000,레이크팰리스,84.82,201211,16,"90,000",19,2006,잠실로 88
서울특별시 송파구 잠실동,44,0044,0000,레이크팰리스,135.82,201211,19,"158,000",11,2006,잠실로 88
서울특별시 송파구 잠실동,44,0044,0000,레이크팰리스,84.82,201211,20,"88,000",17,2006,잠실로 88
서울특별시 송파구 잠실동,44,0044,0000,레이크팰리스,59.97,201211,24,"65,000",8,2006,잠실로 88
서울특별시 송파구 잠실동,44,0044,0000,레이크팰리스,59.97,201211,27,"68,000",14,2006,잠실로 88
서울특별시 송파구 잠실동,44,0044,0000,레이크팰리스,84.82,201211,30,"89,000",15,2006,잠실로 88
서울특별시 송파구 잠실동,44,0044,0000,레이크팰리스,135.82,201211,30,"133,000",6,2006,잠실로 88
서울특별시 송파구 잠실동,44,0044,0000,레이크팰리스,116.19,201212,1,"105,000",24,2006,잠실로 88
서울특별시 송파구 잠실동,44,0044,0000,레이크팰리스,59.97,201212,6,"67,000",10,2006,잠실로 88
서울특별시 송파구 잠실동,44,0044,0000,레이크팰리스,84.82,201212,7,"79,000",1,2006,잠실로 88
서울특별시 송파구 잠실동,44,0044,0000,레이크팰리스,84.82,201212,8,"84,300",4,2006,잠실로 88
서울특별시 송파구 잠실동,44,0044,0000,레이크팰리스,84.82,201212,12,"87,000",14,2006,잠실로 88
서울특별시 송파구 잠실동,44,0044,0000,레이크팰리스,84.82,201212,14,"84,500",16,2006,잠실로 88
서울특별시 송파구 잠실동,44,0044,0000,레이크팰리스,84.82,201212,16,"82,000",4,2006,잠실로 88
서울특별시 송파구 잠실동,44,0044,0000,레이크팰리스,84.82,201212,25,"86,000",22,2006,잠실로 88
서울특별시 송파구 잠실동,44,0044,0000,레이크팰리스,136.74,201212,31,"134,000",26,2006,잠실로 88
서울특별시 송파구 잠실동,44,0044,0000,레이크팰리스,136.74,201212,31,"133,000",21,2006,잠실로 88
서울특별시 송파구 잠실동,22,0022,0000,리센츠,27.68,201201,6,"45,500",15,2008,올림픽로 135
서울특별시 송파구 잠실동,22,0022,0000,리센츠,124.22,201201,11,"140,000",15,2008,올림픽로 135
서울특별시 송파구 잠실동,22,0022,0000,리센츠,98.55,201201,16,"122,000",19,2008,올림픽로 135
서울특별시 송파구 잠실동,22,0022,0000,리센츠,84.99,201201,20,"89,000",10,2008,올림픽로 135
서울특별시 송파구 잠실동,22,0022,0000,리센츠,84.99,201201,28,"94,000",17,2008,올림픽로 135
서울특별시 송파구 잠실동,22,0022,0000,리센츠,84.99,201201,28,"88,400",26,2008,올림픽로 135
서울특별시 송파구 잠실동,22,0022,0000,리센츠,84.99,201201,30,"97,000",25,2008,올림픽로 135
서울특별시 송파구 잠실동,22,0022,0000,리센츠,84.99,201201,31,"100,000",18,2008,올림픽로 135
서울특별시 송파구 잠실동,22,0022,0000,리센츠,84.99,201201,31,"96,000",20,2008,올림픽로 135
서울특별시 송파구 잠실동,22,0022,0000,리센츠,27.68,201202,1,"37,300",30,2008,올림픽로 135
서울특별시 송파구 잠실동,22,0022,0000,리센츠,124.22,201202,3,"138,000",21,2008,올림픽로 135
서울특별시 송파구 잠실동,22,0022,0000,리센츠,27.68,201202,6,"38,000",29,2008,올림픽로 135
서울특별시 송파구 잠실동,22,0022,0000,리센츠,27.68,201202,8,"42,200",26,2008,올림픽로 135
서울특별시 송파구 잠실동,22,0022,0000,리센츠,84.99,201202,8,"99,600",23,2008,올림픽로 135
서울특별시 송파구 잠실동,22,0022,0000,리센츠,84.99,201202,8,"93,000",12,2008,올림픽로 135
서울특별시 송파구 잠실동,22,0022,0000,리센츠,27.68,201202,11,"38,000",10,2008,올림픽로 135
서울특별시 송파구 잠실동,22,0022,0000,리센츠,27.68,201202,11,"38,000",5,2008,올림픽로 135
서울특별시 송파구 잠실동,22,0022,0000,리센츠,27.68,201202,12,"39,500",12,2008,올림픽로 135
서울특별시 송파구 잠실동,22,0022,0000,리센츠,84.99,201202,13,"90,000",10,2008,올림픽로 135
서울특별시 송파구 잠실동,22,0022,0000,리센츠,84.99,201202,15,"94,000",9,2008,올림픽로 135
서울특별시 송파구 잠실동,22,0022,0000,리센츠,84.99,201202,23,"89,500",16,2008,올림픽로 135
서울특별시 송파구 잠실동,22,0022,0000,리센츠,84.99,201202,25,"89,900",14,2008,올림픽로 135
서울특별시 송파구 잠실동,22,0022,0000,리센츠,84.99,201202,27,"94,800",9,2008,올림픽로 135
서울특별시 송파구 잠실동,22,0022,0000,리센츠,27.68,201202,27,"45,200",19,2008,올림픽로 135
서울특별시 송파구 잠실동,22,0022,0000,리센츠,84.99,201203,1,"94,300",17,2008,올림픽로 135
서울특별시 송파구 잠실동,22,0022,0000,리센츠,84.99,201203,5,"99,000",13,2008,올림픽로 135
서울특별시 송파구 잠실동,22,0022,0000,리센츠,84.99,201203,9,"90,000",27,2008,올림픽로 135
서울특별시 송파구 잠실동,22,0022,0000,리센츠,27.68,201203,10,"38,500",7,2008,올림픽로 135
서울특별시 송파구 잠실동,22,0022,0000,리센츠,84.99,201203,12,"94,300",23,2008,올림픽로 135
서울특별시 송파구 잠실동,22,0022,0000,리센츠,27.68,201203,12,"45,000",22,2008,올림픽로 135
서울특별시 송파구 잠실동,22,0022,0000,리센츠,27.68,201203,13,"44,900",28,2008,올림픽로 135
서울특별시 송파구 잠실동,22,0022,0000,리센츠,27.68,201203,13,"37,500",29,2008,올림픽로 135
서울특별시 송파구 잠실동,22,0022,0000,리센츠,84.99,201203,14,"91,500",13,2008,올림픽로 135
서울특별시 송파구 잠실동,22,0022,0000,리센츠,27.68,201203,19,"43,000",9,2008,올림픽로 135
서울특별시 송파구 잠실동,22,0022,0000,리센츠,84.99,201203,22,"85,000",6,2008,올림픽로 135
서울특별시 송파구 잠실동,22,0022,0000,리센츠,84.99,201203,25,"88,500",23,2008,올림픽로 135
서울특별시 송파구 잠실동,22,0022,0000,리센츠,84.99,201203,26,"90,000",23,2008,올림픽로 135
서울특별시 송파구 잠실동,22,0022,0000,리센츠,27.68,201203,28,"38,000",8,2008,올림픽로 135
서울특별시 송파구 잠실동,22,0022,0000,리센츠,27.68,201203,28,"45,300",27,2008,올림픽로 135
서울특별시 송파구 잠실동,22,0022,0000,리센츠,84.99,201203,31,"90,000",11,2008,올림픽로 135
서울특별시 송파구 잠실동,22,0022,0000,리센츠,84.99,201204,4,"95,500",21,2008,올림픽로 135
서울특별시 송파구 잠실동,22,0022,0000,리센츠,84.99,201204,4,"90,000",16,2008,올림픽로 135
서울특별시 송파구 잠실동,22,0022,0000,리센츠,84.99,201204,6,"97,000",19,2008,올림픽로 135
서울특별시 송파구 잠실동,22,0022,0000,리센츠,84.99,201204,8,"88,000",27,2008,올림픽로 135
서울특별시 송파구 잠실동,22,0022,0000,리센츠,84.99,201204,8,"90,000",10,2008,올림픽로 135
서울특별시 송파구 잠실동,22,0022,0000,리센츠,27.68,201204,9,"37,050",20,2008,올림픽로 135
서울특별시 송파구 잠실동,22,0022,0000,리센츠,59.99,201204,10,"70,000",23,2008,올림픽로 135
서울특별시 송파구 잠실동,22,0022,0000,리센츠,84.99,201204,11,"90,000",19,2008,올림픽로 135
서울특별시 송파구 잠실동,22,0022,0000,리센츠,84.99,201204,12,"89,000",7,2008,올림픽로 135
서울특별시 송파구 잠실동,22,0022,0000,리센츠,84.99,201204,14,"89,800",23,2008,올림픽로 135
서울특별시 송파구 잠실동,22,0022,0000,리센츠,84.99,201204,22,"90,000",22,2008,올림픽로 135
서울특별시 송파구 잠실동,22,0022,0000,리센츠,84.99,201204,23,"80,200",2,2008,올림픽로 135
서울특별시 송파구 잠실동,22,0022,0000,리센츠,84.99,201204,23,"93,000",15,2008,올림픽로 135
서울특별시 송파구 잠실동,22,0022,0000,리센츠,84.99,201204,24,"90,000",16,2008,올림픽로 135
서울특별시 송파구 잠실동,22,0022,0000,리센츠,84.99,201204,27,"90,000",10,2008,올림픽로 135
서울특별시 송파구 잠실동,22,0022,0000,리센츠,124.22,201204,27,"123,100",14,2008,올림픽로 135
